PCM-SEM MCMC 진단 리포트
N=200, scenario=medium, elapsed=189.7s
chains=4, warmup=1000, sampling=1000
adapt_delta=0.9, max_treedepth=12

=== 파라미터 요약 ===
                     Mean      MCSE    StdDev       MAD        5%       50%       95%  ESS_bulk  ESS_tail  ESS_bulk/s     R_hat
theta[175,3]        0.351806  0.004563   0.392742   0.389100    -0.282211     0.348991     1.004990   7802.670  2721.340   22.798500  1.002480
theta[176,1]        0.203853  0.005206   0.486273   0.484887    -0.575721     0.198026     1.011770   9018.250  2633.430   26.350300  1.004300
theta[176,2]       -0.594395  0.003692   0.308388   0.304702    -1.103300    -0.591061    -0.099165   7227.090  3001.680   21.116800  1.000070
theta[176,3]       -0.622654  0.004874   0.408261   0.407261    -1.294060    -0.628895     0.047601   6899.650  2710.830   20.160000  1.001130
theta[177,1]        1.380580  0.006840   0.591704   0.579089     0.429857     1.353970     2.413670   7882.470  3026.280   23.031700  1.000850
theta[177,2]        1.292000  0.003935   0.344505   0.341105     0.722648     1.281960     1.871480   7835.240  2913.450   22.893700  1.002640
theta[177,3]        0.620003  0.004534   0.407964   0.396463    -0.059111     0.617790     1.300780   8383.380  3028.160   24.495300  1.000340
theta[178,1]        1.055520  0.005850   0.564657   0.567437     0.162372     1.026550     2.003840   9654.590  3241.090   28.209700  1.000790
theta[178,2]        1.568010  0.004391   0.369891   0.368996     0.975999     1.566340     2.194040   7426.610  2639.010   21.699800  1.000720
theta[178,3]       -0.779561  0.004482   0.415826   0.417200    -1.471880    -0.773751    -0.119670   8942.350  2748.020   26.128600  1.002260
theta[179,1]        0.370109  0.005353   0.488761   0.481078    -0.427255     0.359056     1.199180   8677.130  2780.910   25.353600  1.002860
theta[179,2]       -0.923614  0.003623   0.340621   0.343276    -1.491750    -0.915776    -0.386074   9040.860  2788.640   26.416400  1.001100
theta[179,3]       -1.573980  0.005442   0.486769   0.483830    -2.397260    -1.559650    -0.806677   8393.890  3047.830   24.526000  0.999910
theta[180,1]        0.195828  0.005209   0.496131   0.507860    -0.591966     0.179753     1.024770   9345.310  3112.610   27.306000  1.000910
theta[180,2]       -0.773078  0.003480   0.329277   0.325707    -1.322190    -0.766158    -0.248932   9060.340  2871.560   26.473300  1.001870
theta[180,3]       -0.158005  0.004033   0.395584   0.393537    -0.818719    -0.157205     0.483842   9773.450  2631.010   28.557000  1.001120
theta[181,1]        0.293677  0.005683   0.498960   0.487574    -0.526825     0.292253     1.123400   7639.740  2772.820   22.322500  1.001430
theta[181,2]        1.629070  0.004527   0.388314   0.389387     1.028090     1.617660     2.286130   7689.410  2854.290   22.467600  1.001080
theta[181,3]        1.172580  0.004873   0.445705   0.435214     0.468511     1.157690     1.933800   8982.930  2651.570   26.247200  1.001820
theta[182,1]       -0.305546  0.005149   0.468060   0.465323    -1.072290    -0.310158     0.476521   8421.980  3208.320   24.608100  1.000660
theta[182,2]       -0.870298  0.003256   0.321522   0.321340    -1.403000    -0.866385    -0.359460  10095.100  2900.580   29.496800  0.999626
theta[182,3]       -1.823890  0.005987   0.523288   0.516853    -2.729920    -1.804010    -1.005630   7931.380  2615.160   23.174600  1.001170
theta[183,1]       -0.055677  0.005040   0.490555   0.485966    -0.857718    -0.058502     0.746546   9703.990  3236.340   28.354000  1.001700
theta[183,2]       -2.361620  0.005142   0.449228   0.444905    -3.113080    -2.356460    -1.643950   7977.910  2920.100   23.310600  1.000820
theta[183,3]       -2.301070  0.006585   0.570363   0.565009    -3.287550    -2.274050    -1.421320   7921.910  2568.780   23.147000  1.002860
theta[184,1]        0.734589  0.005870   0.538834   0.540782    -0.127002     0.723408     1.643150   8784.810  3068.380   25.668300  1.001480
theta[184,2]        1.149280  0.003595   0.347017   0.352240     0.591750     1.145680     1.723810   9630.630  2903.070   28.139700  1.004410
theta[184,3]        0.948839  0.004933   0.435899   0.426052     0.243352     0.944880     1.686160   8031.770  2363.880   23.468000  1.002420
theta[185,1]        1.211690  0.006825   0.595440   0.573073     0.257805     1.183990     2.242580   8053.080  2897.420   23.530200  0.999520
theta[185,2]        0.296073  0.003186   0.316650   0.316622    -0.219583     0.294733     0.808287  10388.600  2393.300   30.354400  1.001760
theta[185,3]        1.698150  0.006122   0.505886   0.515718     0.891941     1.683530     2.558490   7283.400  3098.110   21.281300  1.001190
theta[186,1]        0.104903  0.005820   0.503447   0.512043    -0.700358     0.084742     0.940478   7711.580  2877.920   22.532400  1.002270
theta[186,2]       -1.229410  0.004314   0.345102   0.332600    -1.823990    -1.220640    -0.678602   6722.570  2955.490   19.642600  1.002500
theta[186,3]       -1.005050  0.004688   0.422166   0.421233    -1.707480    -0.994277    -0.343894   8590.300  3058.380   25.099900  1.000940
theta[187,1]       -0.657811  0.005149   0.447922   0.448057    -1.387100    -0.661587     0.080661   7628.790  2949.610   22.290500  1.000760
theta[187,2]       -2.124960  0.004429   0.425821   0.423378    -2.864230    -2.100960    -1.474840   9903.950  2781.820   28.938300  1.002350
theta[187,3]       -1.089650  0.005054   0.454848   0.471946    -1.865220    -1.079330    -0.376154   8565.500  2842.500   25.027500  1.000700
theta[188,1]       -1.117640  0.005691   0.480079   0.465628    -1.926210    -1.113170    -0.338838   7424.880  2770.530   21.694700  1.001460
theta[188,2]       -0.633136  0.003158   0.306982   0.296595    -1.143260    -0.627117    -0.131821   9775.130  2620.970   28.561900  1.001130
theta[188,3]       -2.087190  0.006076   0.535053   0.551809    -3.004660    -2.060270    -1.255630   8150.480  3254.670   23.814800  1.000590
theta[189,1]        0.057198  0.005251   0.473905   0.470343    -0.711389     0.050573     0.849167   8285.220  3193.950   24.208500  1.001560
theta[189,2]       -1.623880  0.003963   0.372182   0.352764    -2.257800    -1.608950    -1.018320   9108.790  2649.640   26.614900  1.001050
theta[189,3]       -1.234430  0.005104   0.443787   0.440234    -1.968040    -1.226560    -0.536838   7795.700  2776.340   22.778200  1.000750
theta[190,1]        0.031676  0.005835   0.490912   0.485665    -0.761199     0.022089     0.849129   7305.170  3122.510   21.344900  1.002580
theta[190,2]       -0.131365  0.003351   0.301718   0.296697    -0.629611    -0.134228     0.351039   8275.430  2781.780   24.179900  1.003070
theta[190,3]       -0.433866  0.004388   0.393717   0.390351    -1.090290    -0.437133     0.208445   8177.300  2719.270   23.893200  1.003360
theta[191,1]       -0.384152  0.005716   0.473540   0.467421    -1.182540    -0.386269     0.399097   7039.270  2744.440   20.568000  1.002560
theta[191,2]       -1.568070  0.003979   0.366068   0.359614    -2.179240    -1.553010    -0.988610   8968.570  2584.520   26.205200  1.001690
theta[191,3]       -1.919060  0.006246   0.525044   0.529230    -2.831570    -1.891230    -1.126820   7824.800  3017.380   22.863200  1.000850
theta[192,1]       -0.943531  0.005404   0.463322   0.456025    -1.711570    -0.933580    -0.194266   7633.890  2759.260   22.305400  1.002230
theta[192,2]       -0.977778  0.003511   0.330981   0.320991    -1.529660    -0.975197    -0.423951   9081.450  2624.070   26.535000  1.001150
theta[192,3]       -1.187770  0.004701   0.427917   0.424900    -1.907280    -1.173230    -0.508224   8683.060  2759.270   25.371000  0.999981
theta[193,1]       -1.306980  0.005843   0.483485   0.487362    -2.094840    -1.297290    -0.524752   6962.380  2741.090   20.343300  1.002220
theta[193,2]       -0.814427  0.003385   0.313929   0.305043    -1.326940    -0.810602    -0.292464   8757.000  3082.360   25.587000  1.000850
theta[193,3]        0.758230  0.004319   0.429438   0.420367     0.052059     0.746204     1.489280  10194.900  2427.020   29.788500  1.002810
theta[194,1]        0.882680  0.006730   0.546620   0.544888     0.015504     0.861052     1.819090   6741.410  2820.600   19.697700  1.002090
theta[194,2]       -1.235010  0.003533   0.339292   0.337368    -1.804150    -1.228730    -0.673913   9236.500  2778.340   26.988100  1.000170
theta[194,3]        0.123373  0.004238   0.398183   0.391700    -0.541539     0.120064     0.791695   8968.260  2779.000   26.204300  1.000680
theta[195,1]        1.182390  0.007052   0.569353   0.591391     0.284902     1.166380     2.138760   7114.130  2742.280   20.786700  1.000010
theta[195,2]        2.023120  0.005194   0.425649   0.424505     1.348930     2.004130     2.770050   7110.690  3011.430   20.776700  1.000650
theta[195,3]        1.217560  0.004838   0.439194   0.428644     0.511266     1.205970     1.962330   8474.460  2760.910   24.761400  1.001400
theta[196,1]       -0.208154  0.004998   0.455401   0.460619    -0.932518    -0.209624     0.545759   8619.620  2892.880   25.185600  1.000820
theta[196,2]       -1.830140  0.004386   0.386886   0.374651    -2.494600    -1.807320    -1.222010   8300.870  2840.090   24.254200  1.003300
theta[196,3]       -1.933960  0.006106   0.518215   0.519228    -2.808270    -1.916520    -1.127380   7517.100  2951.780   21.964200  0.999927
theta[197,1]       -1.033010  0.005103   0.457426   0.455924    -1.779120    -1.034470    -0.280633   8162.500  3072.970   23.849900  1.002330
theta[197,2]       -1.621540  0.003831   0.368235   0.360953    -2.240380    -1.610010    -1.026400   9606.410  2720.580   28.068900  1.001190
theta[197,3]       -2.216840  0.006333   0.563331   0.556733    -3.174260    -2.193870    -1.334190   8506.360  2556.670   24.854700  1.003030
theta[198,1]        0.795406  0.006372   0.542342   0.536139    -0.054468     0.775574     1.688990   7601.550  2790.060   22.210900  1.000980
theta[198,2]        1.850860  0.004635   0.397557   0.385004     1.230940     1.831050     2.531180   8050.450  2731.050   23.522500  1.001620
theta[198,3]       -0.759551  0.004650   0.424373   0.410788    -1.478860    -0.746870    -0.062216   8521.270  2732.270   24.898200  1.002640
theta[199,1]        0.508595  0.006516   0.512848   0.519535    -0.314466     0.500683     1.374980   6767.830  2255.780   19.774900  1.004080
theta[199,2]       -0.211963  0.003470   0.307483   0.300356    -0.726714    -0.208377     0.287212   8064.030  2805.090   23.562200  1.001860
theta[199,3]       -0.756992  0.004760   0.422664   0.406390    -1.474090    -0.748275    -0.065586   8394.030  2456.760   24.526400  1.003140
theta[200,1]       -1.241550  0.005613   0.477277   0.476268    -2.038730    -1.234960    -0.481206   7454.640  3099.930   21.781700  0.999697
theta[200,2]       -1.640780  0.004024   0.373082   0.375356    -2.278460    -1.635050    -1.046010   8870.370  2681.110   25.918200  1.001830
theta[200,3]       -2.222140  0.006670   0.549358   0.532973    -3.177310    -2.184710    -1.355140   7612.330  2404.660   22.242400  1.000050
b1                  0.603576  0.001940   0.097723   0.095343     0.447001     0.602084     0.769351   2576.980  2733.540    7.529660  1.000260
b2                  0.451445  0.001588   0.089195   0.090298     0.304421     0.452992     0.598910   3169.880  3701.590    9.262060  1.000560
g1                  0.077304  0.002228   0.114043   0.112372    -0.108802     0.077387     0.263007   2646.400  3525.090    7.732480  1.000920
gamma_M             0.065309  0.002387   0.158861   0.158633    -0.195293     0.067554     0.324812   4467.330  3178.240   13.053100  1.000820
gamma_Y             0.008730  0.002713   0.162647   0.161254    -0.258912     0.005413     0.278518   3626.340  3380.540   10.595800  0.999888
alpha_M            -0.390056  0.002158   0.126400   0.127001    -0.592729    -0.389840    -0.181125   3472.450  3079.090   10.146100  1.002680
alpha_Y            -0.661109  0.002312   0.131467   0.130081    -0.880885    -0.660479    -0.441578   3252.420  3244.220    9.503220  1.001470
delta[1,1]         -2.117030  0.005682   0.402956   0.389828    -2.787200    -2.106740    -1.469130   5403.010  3116.790   15.787000  1.002580
delta[1,2]         -1.306950  0.004109   0.268213   0.268069    -1.759360    -1.308170    -0.868511   4346.530  3108.770   12.700100  1.000430
delta[1,3]         -0.269629  0.003179   0.212189   0.209250    -0.618746    -0.265072     0.074657   4543.300  3438.820   13.275000  1.001430
delta[1,4]          0.612898  0.003114   0.207582   0.210432     0.270025     0.615953     0.951596   4529.360  3330.410   13.234300  1.001790
delta[2,1]         -3.565560  0.008590   0.652488   0.627691    -4.689040    -3.518110    -2.588420   6497.690  2812.200   18.985500  1.000190
delta[2,2]         -1.314140  0.003610   0.266791   0.269034    -1.765630    -1.307910    -0.876129   5554.440  2972.890   16.229500  1.001920
delta[2,3]         -0.365126  0.003390   0.208089   0.207334    -0.718270    -0.364439    -0.021251   3881.330  3179.180   11.340800  1.002090
delta[2,4]          0.495976  0.002892   0.205786   0.204038     0.156464     0.493204     0.832195   5149.470  3111.100   15.046200  1.000160
delta[3,1]         -2.043840  0.005970   0.432622   0.421527    -2.768880    -2.035750    -1.333130   5430.110  2996.620   15.866200  1.002600
delta[3,2]         -1.732060  0.004289   0.277852   0.281904    -2.190500    -1.728050    -1.285680   4289.290  3000.330   12.532800  1.002290
delta[3,3]          0.000449  0.003248   0.208211   0.205180    -0.342031    -0.000039     0.345584   4183.520  2908.600   12.223800  1.001190
delta[3,4]          0.409477  0.003393   0.215767   0.217617     0.059811     0.409414     0.757097   4076.660  3130.020   11.911600  1.000460
delta[4,1]         -3.128150  0.007502   0.596386   0.581904    -4.168860    -3.093800    -2.187040   6975.560  2714.190   20.381800  1.001760
delta[4,2]         -1.418410  0.004026   0.292907   0.291152    -1.910020    -1.413890    -0.953112   5398.420  3162.220   15.773600  1.000020
delta[4,3]         -0.637821  0.003177   0.210050   0.209636    -0.990797    -0.639883    -0.298041   4446.100  3509.380   12.991000  1.000340
delta[4,4]          0.723598  0.003076   0.199296   0.203880     0.396853     0.724538     1.055910   4281.790  3212.510   12.510900  1.001370
delta[5,1]         -1.553490  0.003560   0.243445   0.241477    -1.968350    -1.544550    -1.155130   4745.810  3159.840   13.866700  1.000660
delta[5,2]         -0.716868  0.003108   0.212352   0.213410    -1.069070    -0.715961    -0.372492   4694.570  3419.470   13.717000  1.000500
delta[5,3]          0.244868  0.003037   0.215068   0.219521    -0.109487     0.245141     0.591423   5062.270  3132.300   14.791400  0.999801
delta[5,4]          1.404550  0.003711   0.270148   0.266938     0.970080     1.399500     1.855500   5372.300  2747.960   15.697300  1.001300
delta[6,1]         -1.214430  0.003466   0.240365   0.238359    -1.609560    -1.214410    -0.830086   4811.020  3299.810   14.057300  1.000200
delta[6,2]         -0.926102  0.002875   0.215700   0.213121    -1.294940    -0.928081    -0.572078   5623.000  3077.970   16.429800  1.000670
delta[6,3]          0.633555  0.003048   0.220015   0.220406     0.272308     0.632459     0.992584   5299.760  3541.930   15.485300  0.999907
delta[6,4]          1.541170  0.003554   0.299233   0.297207     1.058300     1.537460     2.039500   7173.330  3168.500   20.959700  1.000480
delta[7,1]         -1.406020  0.003353   0.237267   0.241231    -1.798110    -1.405190    -1.021270   4958.950  2844.240   14.489500  1.000850
delta[7,2]         -0.537113  0.002873   0.214989   0.208560    -0.905533    -0.534012    -0.187348   5620.220  2730.660   16.421700  1.000100
delta[7,3]          0.238733  0.003126   0.215650   0.218246    -0.121510     0.240387     0.579035   4779.180  3559.000   13.964200  1.000660
delta[7,4]          2.534440  0.004428   0.363161   0.356143     1.958320     2.522680     3.154340   6965.640  2998.800   20.352800  1.000780
delta[8,1]         -1.681370  0.003586   0.232420   0.232854    -2.062790    -1.678960    -1.307120   4238.430  2749.740   12.384200  0.999858
delta[8,2]         -0.247289  0.003009   0.204139   0.198786    -0.583919    -0.246546     0.082798   4625.050  3242.500   13.513900  1.000300
delta[8,3]          0.656800  0.003019   0.235536   0.238403     0.272330     0.657478     1.045890   6283.710  3715.280   18.360300  1.000990
delta[8,4]          1.454630  0.003979   0.305403   0.302652     0.944492     1.444970     1.955520   6019.970  2983.940   17.589700  1.001960
delta[9,1]         -1.713580  0.003372   0.231124   0.228496    -2.084810    -1.712180    -1.341460   4705.290  3180.240   13.748300  1.002050
delta[9,2]         -0.443806  0.002834   0.207052   0.207776    -0.779047    -0.445985    -0.095639   5364.960  3129.490   15.675800  1.001480
delta[9,3]          0.232812  0.003053   0.219887   0.218726    -0.129544     0.232137     0.589582   5194.300  3361.930   15.177200  1.001300
delta[9,4]          1.750650  0.003813   0.289670   0.284906     1.272240     1.750010     2.239410   5911.040  3109.480   17.271400  1.000440
delta[10,1]        -1.029840  0.003332   0.239139   0.234285    -1.422920    -1.033760    -0.642327   5293.370  3277.460   15.466700  1.000040
delta[10,2]        -0.840620  0.003139   0.223093   0.219901    -1.208320    -0.839111    -0.472222   5157.000  3024.780   15.068200  1.001840
delta[10,3]         0.592561  0.003033   0.222651   0.224651     0.231627     0.590230     0.965500   5412.040  3844.740   15.813400  1.001590
delta[10,4]         1.542480  0.003958   0.296537   0.302997     1.057090     1.535370     2.032430   5661.580  2784.880   16.542500  1.002270
delta[11,1]        -2.022000  0.003710   0.262741   0.269442    -2.451470    -2.013170    -1.586890   5054.880  3250.310   14.769800  1.000040
delta[11,2]        -0.738099  0.002880   0.207972   0.212787    -1.084060    -0.733505    -0.398521   5230.670  3575.240   15.283400  1.000960
delta[11,3]         0.117787  0.002946   0.206378   0.211302    -0.218975     0.121252     0.455588   4949.560  3148.030   14.462100  1.000520
delta[11,4]         1.755980  0.003824   0.278506   0.273981     1.299080     1.752450     2.216660   5322.940  2903.780   15.553000  1.000680
delta[12,1]        -1.927400  0.003680   0.245215   0.246115    -2.335740    -1.924600    -1.536360   4473.030  3049.060   13.069700  1.000070
delta[12,2]        -0.568812  0.002967   0.197629   0.197602    -0.888214    -0.569979    -0.244372   4450.840  3139.150   13.004900  0.999743
delta[12,3]         1.002890  0.002986   0.235469   0.228081     0.614987     1.002480     1.392330   6266.200  3389.370   18.309200  1.001600
delta[12,4]         1.316680  0.003752   0.312035   0.312518     0.816704     1.311490     1.835320   6864.210  3085.730   20.056500  1.000000
delta[13,1]        -1.419120  0.003340   0.221054   0.220748    -1.782290    -1.420990    -1.057870   4388.790  2770.350   12.823600  1.001200
delta[13,2]        -0.405316  0.002959   0.206128   0.209022    -0.752248    -0.408336    -0.063907   4970.420  3389.430   14.523000  1.000310
delta[13,3]         0.437561  0.003096   0.223827   0.224121     0.071668     0.441193     0.797923   5242.570  3217.630   15.318200  0.999792
delta[13,4]         1.350930  0.003542   0.280910   0.280239     0.894077     1.350610     1.810930   6393.040  2513.160   18.679800  1.000290
delta[14,1]        -1.119760  0.003175   0.219769   0.222833    -1.477010    -1.120380    -0.757346   4787.440  3208.650   13.988400  1.001330
delta[14,2]        -0.462184  0.002935   0.209196   0.205617    -0.806357    -0.464001    -0.107769   5094.370  2989.440   14.885200  1.003690
delta[14,3]         1.087110  0.003226   0.256748   0.257220     0.666026     1.081330     1.518870   6377.610  3362.520   18.634700  0.999917
delta[14,4]         1.319940  0.004008   0.319138   0.322943     0.790453     1.314560     1.843900   6415.030  3292.410   18.744000  1.000650
delta[15,1]        -1.674470  0.003435   0.237417   0.237078    -2.062650    -1.672720    -1.292780   4813.390  3525.870   14.064200  1.001470
delta[15,2]        -0.436411  0.002940   0.211244   0.214276    -0.789458    -0.437764    -0.085622   5163.300  3285.200   15.086600  1.000640
delta[15,3]         0.305629  0.002998   0.228003   0.233465    -0.071419     0.307786     0.667283   5848.730  3339.840   17.089400  1.001480
delta[15,4]         1.562360  0.003863   0.296582   0.294316     1.083340     1.559990     2.065400   6003.460  2563.840   17.541500  1.002890
delta[16,1]        -1.632720  0.003732   0.215229   0.212518    -1.987590    -1.633480    -1.279110   3377.820  3129.190    9.869640  0.999970
delta[16,2]        -0.839624  0.003273   0.206374   0.211560    -1.173680    -0.837775    -0.502954   3984.940  3497.900   11.643600  1.000170
delta[16,3]         0.406726  0.003586   0.235119   0.236650     0.021646     0.403012     0.803368   4306.280  3522.580   12.582500  1.000100
delta[16,4]         1.408430  0.005049   0.336672   0.332110     0.853474     1.406780     1.970830   4458.280  2667.920   13.026600  1.000460
delta[17,1]        -1.548640  0.003274   0.202030   0.202935    -1.881590    -1.549840    -1.223230   3815.050  3057.800   11.147200  1.000870
delta[17,2]        -0.138208  0.003491   0.216184   0.216372    -0.483604    -0.144248     0.223688   3865.320  2883.160   11.294000  1.000980
delta[17,3]         0.418859  0.004073   0.271283   0.269625    -0.015865     0.417611     0.865924   4432.440  3013.060   12.951100  0.999626
delta[17,4]         1.495810  0.005505   0.367696   0.366528     0.912325     1.483450     2.118210   4476.400  3118.210   13.079600  1.000700
delta[18,1]        -1.360230  0.003298   0.208518   0.207499    -1.704680    -1.362430    -1.022190   4000.150  3197.760   11.688000  1.001020
delta[18,2]        -0.284606  0.003522   0.227866   0.223269    -0.656644    -0.285894     0.095102   4165.810  3189.930   12.172000  0.999794
delta[18,3]        -0.009568  0.003780   0.255646   0.252923    -0.427779    -0.010684     0.406737   4565.110  3219.970   13.338800  0.999934
delta[18,4]         1.389120  0.005198   0.331600   0.328958     0.843128     1.386540     1.953280   4132.520  2687.440   12.074800  1.000510
delta[19,1]        -1.245360  0.003466   0.213667   0.211293    -1.598860    -1.244050    -0.903557   3819.480  3548.820   11.160100  1.000170
delta[19,2]        -0.801917  0.003504   0.215048   0.212313    -1.155840    -0.802103    -0.452347   3783.970  3060.240   11.056300  0.999383
delta[19,3]         0.481331  0.003726   0.247788   0.252828     0.072522     0.480169     0.888405   4433.380  3675.810   12.953800  0.999888
delta[19,4]         1.462580  0.005170   0.359036   0.352755     0.879506     1.455490     2.060520   4847.250  2423.980   14.163100  1.000450
delta[20,1]        -1.018550  0.003251   0.204277   0.201896    -1.355210    -1.018380    -0.682345   3974.390  3467.060   11.612700  0.999897
delta[20,2]        -0.570300  0.003394   0.216035   0.216135    -0.925012    -0.571124    -0.214025   4090.260  3032.700   11.951300  1.000180
delta[20,3]         0.749378  0.003981   0.274261   0.269596     0.302009     0.745526     1.204180   4761.990  3633.420   13.914000  0.999933
delta[20,4]         1.152300  0.004976   0.358009   0.352425     0.582467     1.140750     1.765320   5195.400  2983.510   15.180400  1.000470
delta[21,1]        -1.613660  0.003175   0.198890   0.195895    -1.944320    -1.608980    -1.284260   3951.960  3465.580   11.547200  1.000150
delta[21,2]        -0.453274  0.003187   0.204091   0.202929    -0.784846    -0.453998    -0.115302   4146.450  3412.010   12.115500  1.001160
delta[21,3]         0.720995  0.003846   0.254968   0.254433     0.310633     0.719199     1.139930   4396.140  3115.080   12.845000  1.000280
delta[21,4]         1.831130  0.005956   0.426763   0.425169     1.155630     1.821160     2.551980   5189.130  3001.810   15.162100  1.000740
indirect_effect     0.272016  0.001129   0.068150   0.067244     0.167673     0.268786     0.389626   3671.440  3453.200   10.727500  1.000510
total_effect        0.349319  0.001888   0.101827   0.102396     0.183956     0.349109     0.517361   2946.120  2888.260    8.608240  1.000270
prop_mediated       0.831793  0.028253   1.775090   0.275705     0.427408     0.780947     1.533240   2776.220  3392.930    8.111820  1.001120
